"match_method","final_name","final_unit","final_barcode","final_price","price_note","seed_category_id","seed_subcategory_id","asnaf_name","asnaf_price","asnaf_unit","asnaf_barcode","karaz_name","karaz_category","karaz_price","karaz_link","karaz_image"
"karaz_barcode","Pampers Active Baby-dry حفاظات اطفال بامبرز عبوة صغيرة – حجم 4","وحدة","40156000025271","20.99","karaz_product_adopted_latest","21","56","","","","","Pampers Active Baby-dry حفاظات اطفال بامبرز عبوة صغيرة – حجم 4","العناية بالأطفال","20.99","https://karaz.ps/shop/product/pampers-active-baby-dry-%d8%ad%d9%81%d8%a7%d8%b8%d8%a7%d8%aa-%d8%a7%d8%b7%d9%81%d8%a7%d9%84-%d8%a8%d8%a7%d9%85%d8%a8%d8%b1%d8%b2-%d8%b9%d8%a8%d9%88%d8%a9-%d8%b5%d8%ba%d9%8a%d8%b1%d8%a9-%d8%ad%d8%ac/","https://karaz.ps/wp-content/uploads/2022/07/4015600002527-1-300x300.jpg"
"karaz_barcode","Premio Super Gold Kitten Chicken, Tuna & Cranberry 90g","وحدة","7290019321705","6.5","karaz_product_adopted_latest","24","66","","","","","Premio Super Gold Kitten Chicken, Tuna & Cranberry 90g","قسم الحيوانات الأليفة","6.5","https://karaz.ps/shop/product/premio-super-gold-kitten-chicken-tuna-cranberry-90g/","https://karaz.ps/wp-content/uploads/2024/06/7290019321705-300x300.jpg"
"karaz_barcode","Premio Cat Liquid Sticks Tuna& Cod Fish 56g","وحدة","7290018516089","7.99","karaz_product_adopted_latest","24","66","","","","","Premio Cat Liquid Sticks Tuna& Cod Fish 56g","قسم الحيوانات الأليفة","7.99","https://karaz.ps/shop/product/premio-cat-liquid-sticks-tuna-cod-fish-56g/","https://karaz.ps/wp-content/uploads/2023/05/7290018516089-300x300.jpg"
"karaz_barcode","Premio Cat Liquid Sticks Tuna 56g","وحدة","7290018516546","7.99","karaz_product_adopted_latest","24","66","","","","","Premio Cat Liquid Sticks Tuna 56g","قسم الحيوانات الأليفة","7.99","https://karaz.ps/shop/product/premio-cat-liquid-sticks-tuna-56g/","https://karaz.ps/wp-content/uploads/2023/05/7290018516546-300x300.jpg"
"karaz_barcode","CAMP FABRIC BED ISTANBUL DESGHIN NO1","وحدة","","49.99","karaz_product_adopted_latest","24","66","","","","","CAMP FABRIC BED ISTANBUL DESGHIN NO1","قسم الحيوانات الأليفة","49.99","https://karaz.ps/shop/product/camp-fabric-bed-istanbul-desghin-no1/","https://karaz.ps/wp-content/uploads/woocommerce-placeholder-300x300.png"
"karaz_barcode","Unipet 2-in-1 Feeder","وحدة","00098502","27.99","karaz_product_adopted_latest","24","66","","","","","Unipet 2-in-1 Feeder","قسم الحيوانات الأليفة","27.99","https://karaz.ps/shop/product/unipet-2-in-1-feeder/","https://karaz.ps/wp-content/uploads/2023/05/00098502-300x300.jpg"
"karaz_barcode","Plastic Pet Bowl Medium","وحدة","00097307","14.99","karaz_product_adopted_latest","24","66","","","","","Plastic Pet Bowl Medium","قسم الحيوانات الأليفة","14.99","https://karaz.ps/shop/product/plastic-pet-bowl-medium/","https://karaz.ps/wp-content/uploads/2023/05/00097307-300x300.jpg"
"karaz_barcode","Pet Bathing Tool","وحدة","00099806","29.99","karaz_product_adopted_latest","24","66","","","","","Pet Bathing Tool","قسم الحيوانات الأليفة","29.99","https://karaz.ps/shop/product/pet-bathing-tool/","https://karaz.ps/wp-content/uploads/2023/05/00099806-300x300.jpg"
"karaz_barcode","Nunbell Chew Bone Power","وحدة","6010204921999","39.99","karaz_product_adopted_latest","24","66","","","","","Nunbell Chew Bone Power","قسم الحيوانات الأليفة","39.99","https://karaz.ps/shop/product/nunbell-chew-bone-power/","https://karaz.ps/wp-content/uploads/2023/05/6010204921999-300x300.jpg"
"karaz_barcode","Chong le er Pet Nail Scissors","وحدة","00147101","34.99","karaz_product_adopted_latest","24","66","","","","","Chong le er Pet Nail Scissors","قسم الحيوانات الأليفة","34.99","https://karaz.ps/shop/product/chong-le-er-pet-nail-scissors/","https://karaz.ps/wp-content/uploads/2023/05/00147101-300x300.jpg"
"karaz_barcode","Pet king Pet Brush Comb","وحدة","800180000000993412","27.99","karaz_product_adopted_latest","24","66","","","","","Pet king Pet Brush Comb","قسم الحيوانات الأليفة","27.99","https://karaz.ps/shop/product/pet-king-pet-brush-comb/","https://karaz.ps/wp-content/uploads/2023/05/8001800000009934-12-300x300.jpg"
"karaz_barcode","Pet King Slicker Brush, Large","وحدة","00144902","34.99","karaz_product_adopted_latest","24","66","","","","","Pet King Slicker Brush, Large","قسم الحيوانات الأليفة","34.99","https://karaz.ps/shop/product/pet-king-slicker-brush-large/","https://karaz.ps/wp-content/uploads/2023/05/00144902-300x300.jpg"
"karaz_barcode","Pet King Slicker Brush, Medium","وحدة","19072035","27.99","karaz_product_adopted_latest","24","66","","","","","Pet King Slicker Brush, Medium","قسم الحيوانات الأليفة","27.99","https://karaz.ps/shop/product/pet-king-slicker-brush-medium/","https://karaz.ps/wp-content/uploads/2023/05/C19072035-300x300.jpg"
"karaz_barcode","Happy Animals Velvet Cat Collar","وحدة","8681999480480","5.99","karaz_product_adopted_latest","24","66","","","","","Happy Animals Velvet Cat Collar","قسم الحيوانات الأليفة","5.99","https://karaz.ps/shop/product/happy-animals-velvet-cat-collar/","https://karaz.ps/wp-content/uploads/2023/05/8681999480480-300x300.jpg"
"karaz_barcode","Pet Toy Ball","وحدة","800180000000993432","4.99","karaz_product_adopted_latest","24","66","","","","","Pet Toy Ball","قسم الحيوانات الأليفة","4.99","https://karaz.ps/shop/product/pet-toy-ball/","https://karaz.ps/wp-content/uploads/2023/05/80018000000099343-2-300x300.jpg"
"karaz_barcode","PreVital Cat Food With Liver 100g","وحدة","5999546174694","4.5","karaz_product_adopted_latest","24","66","","","","","PreVital Cat Food With Liver 100g","قسم الحيوانات الأليفة","4.5","https://karaz.ps/shop/product/prevital-cat-food-with-liver-100g/","https://karaz.ps/wp-content/uploads/2023/05/5999546174694-300x300.jpg"
"karaz_barcode","NaturVet Tear Stain Topical Remover Plus Aloe 118ml","وحدة","797801038140","29.99","karaz_product_adopted_latest","24","66","","","","","NaturVet Tear Stain Topical Remover Plus Aloe 118ml","قسم الحيوانات الأليفة","29.99","https://karaz.ps/shop/product/naturvet-tear-stain-topical-remover-plus-aloe-118ml/","https://karaz.ps/wp-content/uploads/2022/10/797801038140-300x300.jpg"
"karaz_barcode","Premio Pillows Meat Mix 60g","وحدة","7290015155793","12.99","karaz_product_adopted_latest","24","66","","","","","Premio Pillows Meat Mix 60g","طعام الحيوانات","12.99","https://karaz.ps/shop/product/premio-pillows-meat-mix-60g/","https://karaz.ps/wp-content/uploads/2022/07/7290015155793-300x300.jpg"
"karaz_barcode","Simba Dogs Food Lamb 415g","وحدة","8009470009164","4.5","karaz_product_adopted_latest","24","66","","","","","Simba Dogs Food Lamb 415g","طعام الحيوانات","4.5","https://karaz.ps/shop/product/simba-dogs-food-lamb-415g/","https://karaz.ps/wp-content/uploads/2022/07/8009470009164-300x300.jpg"
"karaz_barcode","Simba Cat Food Bocconcini 415g طعام للقطط مع بوكونشيني – تونا","وحدة","8009470009096","4.5","karaz_product_adopted_latest","24","66","","","","","Simba Cat Food Bocconcini 415g طعام للقطط مع بوكونشيني – تونا","طعام الحيوانات","4.5","https://karaz.ps/shop/product/simba-cat-food-bocconcini-415g-%d8%b7%d8%b9%d8%a7%d9%85-%d9%84%d9%84%d9%82%d8%b7%d8%b7-%d9%85%d8%b9-%d8%a8%d9%88%d9%83%d9%88%d9%86%d8%b4%d9%8a%d9%86%d9%8a-%d8%aa%d9%88%d9%86%d8%a7/","https://karaz.ps/wp-content/uploads/2022/07/8009470009096-300x300.jpg"
"karaz_barcode","Purina Friskies Chicken in Gravy 85g","وحدة","7613036976671","4.99","karaz_product_adopted_latest","24","66","","","","","Purina Friskies Chicken in Gravy 85g","طعام الحيوانات","4.99","https://karaz.ps/shop/product/friskies-gravy-chicken-85g/","https://karaz.ps/wp-content/uploads/2022/07/7613036976671-300x300.jpg"
"karaz_barcode","FRISKIES CATS FOOD TUNA 156G","وحدة","5000054351900","6.5","karaz_product_adopted_latest","24","66","","","","","FRISKIES CATS FOOD TUNA 156G","طعام الحيوانات","6.5","https://karaz.ps/shop/product/friskies-cats-food-tuna-156g/","https://karaz.ps/wp-content/uploads/2022/07/5000054351900-300x300.jpg"
"karaz_barcode","Friskies Cat Food طعام قطط 156g – Mixed Grill","وحدة","050000421541","6.5","karaz_product_adopted_latest","24","66","","","","","Friskies Cat Food طعام قطط 156g – Mixed Grill","طعام الحيوانات","6.5","https://karaz.ps/shop/product/friskies-cat-food-%d8%b7%d8%b9%d8%a7%d9%85-%d9%82%d8%b7%d8%b7-156g-mixed-grill/","https://karaz.ps/wp-content/uploads/2022/07/050000421541-300x300.jpg"
"karaz_barcode","Purina Friskies Dry Cat Food Tender & Crunchy Combo 1.42kg","وحدة","050000084500","37.99","karaz_product_adopted_latest","24","66","","","","","Purina Friskies Dry Cat Food Tender & Crunchy Combo 1.42kg","طعام الحيوانات","37.99","https://karaz.ps/shop/product/friskies-dry-cats-food-%d8%b7%d8%b9%d8%a7%d9%85-%d9%82%d8%b7%d8%b7-%d8%ac%d8%a7%d9%81-1-42kg-meat/","https://karaz.ps/wp-content/uploads/2022/07/050000084500-300x300.jpg"
"karaz_barcode","KikiKat Baby Powder Cat Litter 5lt","وحدة","8682408688121","24.99","karaz_product_adopted_latest","24","66","","","","","KikiKat Baby Powder Cat Litter 5lt","مستلزمات الحيوانات","24.99","https://karaz.ps/shop/product/kikikat-baby-powder-cat-litter-5lt/","https://karaz.ps/wp-content/uploads/2022/10/8682408688121-300x300.jpg"
"karaz_barcode","KikiKat Lavender Fields Cat Litter 5lt","وحدة","8682408688039","24.99","karaz_product_adopted_latest","24","66","","","","","KikiKat Lavender Fields Cat Litter 5lt","مستلزمات الحيوانات","24.99","https://karaz.ps/shop/product/kikikat-lavender-fields-cat-litter-5lt/","https://karaz.ps/wp-content/uploads/2022/10/8682408688039-300x300.jpg"
"karaz_barcode","Green Goo, Animal Pain Relief Salve 51g","وحدة","810003700674","59.99","karaz_product_adopted_latest","24","66","","","","","Green Goo, Animal Pain Relief Salve 51g","مستلزمات الحيوانات","59.99","https://karaz.ps/shop/product/green-goo-animal-pain-relief-salve-51g/","https://karaz.ps/wp-content/uploads/2022/09/810003700674-300x300.jpg"
"karaz_barcode","Varta V10GA Alkaline Battery","وحدة","4008496297634","7.99","karaz_product_adopted_latest","20","52","","","","","Varta V10GA Alkaline Battery","مستلزمات المنزل","7.99","https://karaz.ps/shop/product/varta-v10ga-alkaline-battery/","https://karaz.ps/wp-content/uploads/2024/06/4008496297634-300x300.jpg"
"karaz_barcode","Varta Long Life بطارية فارتا AA","وحدة","4008496884858","7.99","karaz_product_adopted_latest","20","52","","","","","Varta Long Life بطارية فارتا AA","مستلزمات المنزل","7.99","https://karaz.ps/shop/product/varta-long-life-%d8%a8%d8%b7%d8%a7%d8%b1%d9%8a%d8%a9-%d9%81%d8%a7%d8%b1%d8%aa%d8%a7-aa/","https://karaz.ps/wp-content/uploads/2024/06/4008496884858-300x300.jpg"
"karaz_barcode","Varta Long Life بطارية فارتا AAA","وحدة","4008496884810","7.99","karaz_product_adopted_latest","20","52","","","","","Varta Long Life بطارية فارتا AAA","مستلزمات المنزل","7.99","https://karaz.ps/shop/product/varta-long-life-%d8%a8%d8%b7%d8%a7%d8%b1%d9%8a%d8%a9-%d9%81%d8%a7%d8%b1%d8%aa%d8%a7-aaa/","https://karaz.ps/wp-content/uploads/2024/06/4008496884810-300x300.jpg"
"karaz_barcode","Varta Pocket Charger 4 بطاريات فارتا AA مع شاحن","وحدة","4008496850549","119.99","karaz_product_adopted_latest","20","52","","","","","Varta Pocket Charger 4 بطاريات فارتا AA مع شاحن","مستلزمات المنزل","119.99","https://karaz.ps/shop/product/varta-pocket-charger-4-%d8%a8%d8%b7%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%81%d8%a7%d8%b1%d8%aa%d8%a7-aa-%d9%85%d8%b9-%d8%b4%d8%a7%d8%ad%d9%86/","https://karaz.ps/wp-content/uploads/2024/06/4008496850549-300x300.jpg"
"karaz_barcode","McLaren Multi-Purpose Foam Cleaner 103 500ml","وحدة","5055290738374","25.99","karaz_product_adopted_latest","20","52","","","","","McLaren Multi-Purpose Foam Cleaner 103 500ml","مستلزمات المنزل","25.99","https://karaz.ps/shop/product/mclaren-multi-purpose-foam-cleaner-103-500ml/","https://karaz.ps/wp-content/uploads/2023/05/5055290738374-300x300.jpg"
"karaz_barcode","Gunk Multi-Purpose Cleaner 946ml","وحدة","078698222288","21.99","karaz_product_adopted_latest","20","52","","","","","Gunk Multi-Purpose Cleaner 946ml","مستلزمات المنزل","21.99","https://karaz.ps/shop/product/gunk-multi-purpose-cleaner-946ml/","https://karaz.ps/wp-content/uploads/2023/05/078698222288-300x300.jpg"
"karaz_barcode","Gunk General Purpose Cleaner & Degreasers 946ml","وحدة","078698218441","21.99","karaz_product_adopted_latest","20","52","","","","","Gunk General Purpose Cleaner & Degreasers 946ml","مستلزمات المنزل","21.99","https://karaz.ps/shop/product/gunk-general-purpose-cleaner-degreasers-946ml/","https://karaz.ps/wp-content/uploads/2023/05/078698218441-300x300.jpg"
"karaz_barcode","York Rubber Gloves Aloe Vera L","وحدة","5903355046950","9.99","karaz_product_adopted_latest","20","52","","","","","York Rubber Gloves Aloe Vera L","مستلزمات المنزل","9.99","https://karaz.ps/shop/product/york-rubber-gloves-aloe-vera-l/","https://karaz.ps/wp-content/uploads/2023/05/5903355046950-300x300.jpg"
"karaz_barcode","York Microfiber Floor Cloth","وحدة","5903355085942","15.99","karaz_product_adopted_latest","20","52","","","","","York Microfiber Floor Cloth","مستلزمات المنزل","15.99","https://karaz.ps/shop/product/york-microfiber-floor-cloth/","https://karaz.ps/wp-content/uploads/2023/05/5903355085942-300x300.jpg"
"karaz_barcode","York Long Dustpan And Brush","وحدة","5903355105282","14.99","karaz_product_adopted_latest","20","52","","","","","York Long Dustpan And Brush","مستلزمات المنزل","14.99","https://karaz.ps/shop/product/york-long-dustpan-and-brush/","https://karaz.ps/wp-content/uploads/2023/05/5903355105282-300x300.jpg"
"karaz_barcode","York Mesh Bath Sprng","وحدة","5903355007654","7.99","karaz_product_adopted_latest","20","52","","","","","York Mesh Bath Sprng","مستلزمات المنزل","7.99","https://karaz.ps/shop/product/york-mesh-bath-sprng/","https://karaz.ps/wp-content/uploads/2023/05/5903355007654-300x300.jpg"
"karaz_barcode","York Long Handle Dustpan And Brush","وحدة","5903355004936","21.99","karaz_product_adopted_latest","20","52","","","","","York Long Handle Dustpan And Brush","مستلزمات المنزل","21.99","https://karaz.ps/shop/product/york-long-handle-dustpan-and-brush/","https://karaz.ps/wp-content/uploads/2023/05/5903355004936-300x300.jpg"
"karaz_barcode","York Broom Grand","وحدة","5903355094111","14.99","karaz_product_adopted_latest","20","52","","","","","York Broom Grand","مستلزمات المنزل","14.99","https://karaz.ps/shop/product/york-broom-grand/","https://karaz.ps/wp-content/uploads/2023/05/5903355094111-300x300.jpg"
"karaz_barcode","INTER SUN TEA  LIGHT X50","وحدة","7290004199241","11.99","karaz_product_adopted_latest","20","52","","","","","INTER SUN TEA  LIGHT X50","مستلزمات المنزل","11.99","https://karaz.ps/shop/product/inter-sun-tea-light-x50/","https://karaz.ps/wp-content/uploads/2023/04/7290004199241-300x300.jpg"
"karaz_barcode","York Dust Broom Salsa","وحدة","5903355070771","27.99","karaz_product_adopted_latest","20","52","","","","","York Dust Broom Salsa","مستلزمات المنزل","27.99","https://karaz.ps/shop/product/york-dust-broom-salsa/","https://karaz.ps/wp-content/uploads/2023/01/5903355070771-300x300.jpg"
"karaz_barcode","York Sanitary Sponge","وحدة","5903355004707","5.99","karaz_product_adopted_latest","20","52","","","","","York Sanitary Sponge","مستلزمات المنزل","5.99","https://karaz.ps/shop/product/york-sanitary-sponge/","https://karaz.ps/wp-content/uploads/2023/01/5903355004707-300x300.jpg"
"karaz_barcode","York Eco Natural Floor Cloth Bamboo","وحدة","5903355104896","15.99","karaz_product_adopted_latest","20","52","","","","","York Eco Natural Floor Cloth Bamboo","مستلزمات المنزل","15.99","https://karaz.ps/shop/product/york-eco-natural-floor-cloth-bamboo/","https://karaz.ps/wp-content/uploads/2023/01/5903355104896-300x300.jpg"
"karaz_barcode","Bra Efficient Set Of 3 Pieces","وحدة","8411796111481","149.99","karaz_product_adopted_latest","22","59","","","","","Bra Efficient Set Of 3 Pieces","أدوات للطعام والشراب","149.99","https://karaz.ps/shop/product/bra-efficient-set-of-3-pieces/","https://karaz.ps/wp-content/uploads/2022/11/8411796111481-300x300.jpg"
"karaz_barcode","Golf Plastic Silver Forks 20Pcs","وحدة","6253504180363","6.99","karaz_product_adopted_latest","22","59","","","","","Golf Plastic Silver Forks 20Pcs","أدوات للطعام والشراب","6.99","https://karaz.ps/shop/product/golf-plastic-silver-forks-20pcs/","https://karaz.ps/wp-content/uploads/2022/07/6253504180363-300x300.jpg"
"karaz_barcode","BISSAN LARGE WHITE FORK 50PCS","وحدة","6251586037056","5.99","karaz_product_adopted_latest","22","59","","","","","BISSAN LARGE WHITE FORK 50PCS","أدوات للطعام والشراب","5.99","https://karaz.ps/shop/product/bissan-large-white-fork-50pcs/","https://karaz.ps/wp-content/uploads/2022/07/6251586037056-300x300.jpg"
"karaz_barcode","Hefty Easy Grip Crack Resistant 18 oz كاسات بلاستيك مقوى عدد 20","وحدة","013700118203","9.99","karaz_product_adopted_latest","22","59","","","","","Hefty Easy Grip Crack Resistant 18 oz كاسات بلاستيك مقوى عدد 20","أدوات للطعام والشراب","9.99","https://karaz.ps/shop/product/hefty-easy-grip-crack-resistant-18-oz-%d9%83%d8%a7%d8%b3%d8%a7%d8%aa-%d8%a8%d9%84%d8%a7%d8%b3%d8%aa%d9%8a%d9%83-%d9%85%d9%82%d9%88%d9%89-%d8%b9%d8%af%d8%af-20/","https://karaz.ps/wp-content/uploads/2022/07/013700118203-300x300.jpg"
"karaz_barcode","Bissan Colors Life Plates 10in صحون بلاستيك ملونة عدد 25","وحدة","8699237890236","8.99","karaz_product_adopted_latest","22","59","","","","","Bissan Colors Life Plates 10in صحون بلاستيك ملونة عدد 25","أدوات للطعام والشراب","8.99","https://karaz.ps/shop/product/bissan-colors-life-plates-10in-%d8%b5%d8%ad%d9%88%d9%86-%d8%a8%d9%84%d8%a7%d8%b3%d8%aa%d9%8a%d9%83-%d9%85%d9%84%d9%88%d9%86%d8%a9-%d8%b9%d8%af%d8%af-25/","https://karaz.ps/wp-content/uploads/2022/07/8699237890236-300x300.jpg"
"karaz_barcode","Bissan Colors Life Plates Oval صحون بلاستيك بيضاوية ملونة عدد 25","وحدة","7290001716540","11.99","karaz_product_adopted_latest","7","22","","","","","Bissan Colors Life Plates Oval صحون بلاستيك بيضاوية ملونة عدد 25","أدوات للطعام والشراب","11.99","https://karaz.ps/shop/product/bissan-colors-life-plates-oval-%d8%b5%d8%ad%d9%88%d9%86-%d8%a8%d9%84%d8%a7%d8%b3%d8%aa%d9%8a%d9%83-%d8%a8%d9%8a%d8%b6%d8%a7%d9%88%d9%8a%d8%a9-%d9%85%d9%84%d9%88%d9%86%d8%a9-%d8%b9%d8%af%d8%af-25/","https://karaz.ps/wp-content/uploads/2022/07/7290001716540-300x300.jpg"
"karaz_barcode","25 قطعة Reynolds Wrappers Pre-cut Foil Sheets قصدير مقطع (35.5cm X 26cm)","وحدة","010900001564","7.99","karaz_product_adopted_latest","22","59","","","","","25 قطعة Reynolds Wrappers Pre-cut Foil Sheets قصدير مقطع (35.5cm X 26cm)","أدوات للطعام والشراب","7.99","https://karaz.ps/shop/product/25-%d9%82%d8%b7%d8%b9%d8%a9-reynolds-wrappers-pre-cut-foil-sheets-%d9%82%d8%b5%d8%af%d9%8a%d8%b1-%d9%85%d9%82%d8%b7%d8%b9-35-5cm-x-26cm/","https://karaz.ps/wp-content/uploads/2022/06/010900001564-300x300.jpg"
"karaz_barcode","Reynolds Cut-rite Wax Paper ورق زبدة (23m X 30cm)","وحدة","010900003278","11.99","karaz_product_adopted_latest","4","12","","","","","Reynolds Cut-rite Wax Paper ورق زبدة (23m X 30cm)","أدوات للطعام والشراب","11.99","https://karaz.ps/shop/product/reynolds-cut-rite-wax-paper-%d9%88%d8%b1%d9%82-%d8%b2%d8%a8%d8%af%d8%a9-23m-x-30cm/","https://karaz.ps/wp-content/uploads/2022/06/010900003278-300x300.jpg"
"karaz_barcode","Reynolds Bakeware Multi Purpose المنيوم للبيتزا و استخدامات أخرى (عدد 3)","وحدة","070485600354","6.99","karaz_product_adopted_latest","10","29","","","","","Reynolds Bakeware Multi Purpose المنيوم للبيتزا و استخدامات أخرى (عدد 3)","أدوات للطعام والشراب","6.99","https://karaz.ps/shop/product/reynolds-bakeware-multi-purpose-%d8%a7%d9%84%d9%85%d9%86%d9%8a%d9%88%d9%85-%d9%84%d9%84%d8%a8%d9%8a%d8%aa%d8%b2%d8%a7-%d9%88-%d8%a7%d8%b3%d8%aa%d8%ae%d8%af%d8%a7%d9%85%d8%a7%d8%aa-%d8%a3%d8%ae%d8%b1/","https://karaz.ps/wp-content/uploads/2022/06/070485600354-300x300.jpg"
"karaz_barcode","Reynolds Oven Bags أكياس شواء للفرن (عدد 2)","وحدة","010900125017","6.99","karaz_product_adopted_latest","22","59","","","","","Reynolds Oven Bags أكياس شواء للفرن (عدد 2)","أدوات للطعام والشراب","6.99","https://karaz.ps/shop/product/reynolds-oven-bags-%d8%a3%d9%83%d9%8a%d8%a7%d8%b3-%d8%b4%d9%88%d8%a7%d8%a1-%d9%84%d9%84%d9%81%d8%b1%d9%86-%d8%b9%d8%af%d8%af-2/","https://karaz.ps/wp-content/uploads/2022/06/010900125017-300x300.jpg"
"karaz_barcode","Hefty Sandwich Bags With Twist Ties (17cm X 22cm) أكياس ساندويشات مع مرابط عدد 80","وحدة","013700479007","7.5","karaz_product_adopted_latest","22","59","","","","","Hefty Sandwich Bags With Twist Ties (17cm X 22cm) أكياس ساندويشات مع مرابط عدد 80","أدوات للطعام والشراب","7.5","https://karaz.ps/shop/product/hefty-sandwich-bags-with-twist-ties-17cm-x-22cm-%d8%a3%d9%83%d9%8a%d8%a7%d8%b3-%d8%b3%d8%a7%d9%86%d8%af%d9%88%d9%8a%d8%b4%d8%a7%d8%aa-%d9%85%d8%b9-%d9%85%d8%b1%d8%a7%d8%a8%d8%b7-%d8%b9%d8%af%d8%af-8/","https://karaz.ps/wp-content/uploads/2022/06/013700479007-300x300.jpg"
"karaz_barcode","Clorox Disinfecting Wipes Fresh Scent x30","وحدة","9324054906394","14.99","karaz_product_adopted_latest","22","59","","","","","Clorox Disinfecting Wipes Fresh Scent x30","أدوات للطعام والشراب","14.99","https://karaz.ps/shop/product/clorox-disinfecting-wipes-fresh-scent-x30/","https://karaz.ps/wp-content/uploads/2023/01/9324054906394-300x300.jpg"
"karaz_barcode","Bra Efficient Cutting Board 40x25cm","وحدة","8411796111009","109.99","karaz_product_adopted_latest","22","59","","","","","Bra Efficient Cutting Board 40x25cm","أدوات للطعام والشراب","109.99","https://karaz.ps/shop/product/bra-efficient-cutting-board-40x25cm/","https://karaz.ps/wp-content/uploads/2022/11/8411796111009-300x300.jpg"
"karaz_barcode","Rayen Washing Bag For Delicate Garments حافظة ملابس داخلية للغسيل","وحدة","8412955300128","34.99","karaz_product_adopted_latest","22","59","","","","","Rayen Washing Bag For Delicate Garments حافظة ملابس داخلية للغسيل","أدوات للطعام والشراب","34.99","https://karaz.ps/shop/product/rayen-washing-bag-for-delicate-garments-%d8%ad%d8%a7%d9%81%d8%b8%d8%a9-%d9%85%d9%84%d8%a7%d8%a8%d8%b3-%d8%af%d8%a7%d8%ae%d9%84%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%b3%d9%8a%d9%84/","https://karaz.ps/wp-content/uploads/2022/11/8412955300128-300x300.jpg"
"karaz_barcode","Golf Plastic Silver Spoons 20Pcs","وحدة","6253504180615","6.99","karaz_product_adopted_latest","22","59","","","","","Golf Plastic Silver Spoons 20Pcs","أدوات للطعام والشراب","6.99","https://karaz.ps/shop/product/golf-plastic-silver-spoons-20pcs/","https://karaz.ps/wp-content/uploads/2022/07/6253504180615-300x300.jpg"
"karaz_barcode","Bissan Table Sheets Roll رول غطاء لطاولات السفرة نايلون","وحدة","6251581011020","5.99","karaz_product_adopted_latest","22","59","","","","","Bissan Table Sheets Roll رول غطاء لطاولات السفرة نايلون","أدوات للطعام والشراب","5.99","https://karaz.ps/shop/product/bissan-table-sheets-roll-%d8%b1%d9%88%d9%84-%d8%ba%d8%b7%d8%a7%d8%a1-%d9%84%d8%b7%d8%a7%d9%88%d9%84%d8%a7%d8%aa-%d8%a7%d9%84%d8%b3%d9%81%d8%b1%d8%a9-%d9%86%d8%a7%d9%8a%d9%84%d9%88%d9%86/","https://karaz.ps/wp-content/uploads/2022/07/6251581011020-300x300.jpg"
"karaz_barcode","GOLF BIG PLASTIC SPOONS 100 PCS","وحدة","6253504181599","7.99","karaz_product_adopted_latest","22","59","","","","","GOLF BIG PLASTIC SPOONS 100 PCS","أدوات للطعام والشراب","7.99","https://karaz.ps/shop/product/golf-big-plastic-spoons-100-pcs/","https://karaz.ps/wp-content/uploads/2022/07/6253504181599-300x300.jpg"
"karaz_barcode","BISSAN CRYSTAL LUX. FORK 50PCS","وحدة","8695452615111","6.99","karaz_product_adopted_latest","22","59","","","","","BISSAN CRYSTAL LUX. FORK 50PCS","أدوات للطعام والشراب","6.99","https://karaz.ps/shop/product/bissan-crystal-lux-fork-50pcs/","https://karaz.ps/wp-content/uploads/2022/07/8695452615111-300x300.jpg"
"karaz_barcode","York Eco Natural shower squeegee","وحدة","5903355118022","11.99","karaz_product_adopted_latest","26","68","","","","","York Eco Natural shower squeegee","أدوات تنظيف","11.99","https://karaz.ps/shop/product/york-eco-natural-shower-squeegee/","https://karaz.ps/wp-content/uploads/2023/01/5903355118022-300x300.jpg"
"karaz_barcode","York Plastic Clothes Pegs 16 pcs","وحدة","5903355028468","9.99","karaz_product_adopted_latest","26","68","","","","","York Plastic Clothes Pegs 16 pcs","أدوات تنظيف","9.99","https://karaz.ps/shop/product/york-plastic-clothes-pegs-16-pcs/","https://karaz.ps/wp-content/uploads/2023/01/5903355028468-300x300.jpg"
"karaz_barcode","York Gray Loft toilet set","وحدة","5903355105305","15.99","karaz_product_adopted_latest","26","68","","","","","York Gray Loft toilet set","أدوات تنظيف","15.99","https://karaz.ps/shop/product/york-gray-loft-toilet-set/","https://karaz.ps/wp-content/uploads/2023/01/5903355105305-300x300.jpg"
"karaz_barcode","Extra All Purpose MictoFiber 30*30 X5","وحدة","7290106260832","9.99","karaz_product_adopted_latest","26","68","","","","","Extra All Purpose MictoFiber 30*30 X5","أدوات تنظيف","9.99","https://karaz.ps/shop/product/extra-all-purpose-mictofiber-3030-x5/","https://karaz.ps/wp-content/uploads/2022/12/7290106260832-300x300.jpg"
"karaz_barcode","Vileda Gloves Sensitve Pink S","وحدة","8001940003313","9.99","karaz_product_adopted_latest","26","68","","","","","Vileda Gloves Sensitve Pink S","أدوات تنظيف","9.99","https://karaz.ps/shop/product/vileda-gloves-sensitve-pink-s/","https://karaz.ps/wp-content/uploads/2022/12/8001940003313-300x300.jpg"
"karaz_barcode","Swirl Clean Glasses Tissues","وحدة","4006508177325","19.99","karaz_product_adopted_latest","26","68","","","","","Swirl Clean Glasses Tissues","أدوات تنظيف","19.99","https://karaz.ps/shop/product/swirl-clean-glasses-tissues/","https://karaz.ps/wp-content/uploads/2022/11/4006508177325-300x300.jpg"
